163,163,163,163,160,160,160,160,160,160,160,160,160,160,160,163,163,163,163,163
163,163,163,160,2,2,2,149,149,149,2,2,2,2,114,163,163,163,163,163
163,163,160,2,2,2,2,150,150,150,2,2,149,149,149,149,149,149,149,163
163,163,2,2,2,2,165,147,151,147,165,2,149,149,149,149,149,146,149,163
163,160,2,2,2,2,165,145,8,145,165,2,150,150,150,150,150,148,150,163
163,43,45,2,2,199,165,42,1,44,165,2,147,147,147,147,147,151,147,163
163,1,1,43,43,45,2,48,1,47,2,2,145,145,145,145,145,8,145,163
155,1,1,1,1,44,2,46,47,2,2,2,165,165,165,165,42,1,44,163
0,35,1,1,1,44,46,47,2,2,2,46,43,43,43,43,1,1,47,163
0,0,35,1,1,1,44,2,2,2,46,1,41,41,41,41,41,47,2,163
0,0,0,35,1,1,1,45,211,46,1,47,2,149,149,149,149,149,2,163
0,0,0,0,36,1,1,1,43,1,44,2,2,150,150,150,150,150,2,163
0,0,0,0,36,1,1,1,1,1,47,2,2,147,147,151,147,147,2,163
0,0,0,0,35,1,1,1,1,1,45,2,2,145,145,8,145,145,2,163
0,0,0,0,0,35,37,37,1,1,1,43,45,165,42,1,44,165,2,163
0,0,0,0,0,0,0,0,35,1,1,1,1,45,48,1,47,2,2,163
0,0,0,0,0,0,0,0,0,35,37,37,1,1,43,47,2,2,2,163
0,0,0,0,0,0,0,0,0,0,0,0,36,1,1,45,2,2,2,163
0,0,0,0,0,0,0,0,0,0,0,0,36,1,1,1,43,45,2,163
0,0,0,0,0,0,0,0,0,0,0,0,35,1,1,1,1,44,2,163
