110,111,111,111,111,112,2,2,2,2,2,2,2,2,2,2,2,2,2,2
110,93,93,93,93,112,2,2,2,2,2,2,2,2,2,2,2,2,2,2
110,92,92,92,92,112,2,2,2,2,2,110,111,111,111,111,111,111,111,112
110,91,91,91,91,112,2,2,2,2,2,110,94,94,94,94,94,94,94,112
110,102,11,11,13,112,2,2,2,2,2,110,93,93,93,93,93,93,93,112
110,103,11,99,11,112,2,2,2,2,2,110,126,127,132,92,92,92,92,112
110,11,11,98,12,112,2,2,2,2,2,110,129,131,133,91,91,91,91,112
110,117,117,97,114,112,2,2,2,2,2,110,128,130,134,12,11,11,13,112
110,113,113,113,113,112,2,2,2,2,2,110,12,11,12,203,11,12,11,112
2,2,2,2,2,2,2,2,2,2,2,110,143,139,12,11,12,144,143,112
2,2,2,2,2,2,2,2,2,2,2,110,91,138,11,12,11,141,91,112
2,2,2,2,2,2,2,2,2,2,2,110,124,124,122,12,123,124,124,112
2,2,2,2,2,2,2,2,2,2,2,110,94,94,94,11,94,94,94,112
2,2,2,2,2,2,2,2,2,2,2,110,109,108,93,12,93,93,93,112
2,2,2,2,2,2,2,2,2,2,2,110,106,104,92,11,92,92,92,112
2,2,2,2,2,2,2,2,2,2,2,110,106,104,91,12,91,91,135,112
2,2,2,2,2,2,2,2,2,2,2,110,107,105,11,12,11,11,136,112
2,2,2,2,2,2,2,2,2,2,2,110,12,11,11,12,11,11,12,112
2,2,2,2,2,2,2,2,2,2,2,110,116,12,11,11,11,12,116,112
2,2,2,2,2,2,2,2,2,2,2,110,113,113,113,11,113,113,113,112
