246,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,245
246,241,241,241,246,241,241,241,241,241,241,241,241,241,245,241,241,241,241,245
246,242,242,242,246,242,242,242,242,242,242,242,242,242,245,242,126,242,132,245
246,243,243,243,246,243,243,243,243,243,243,243,243,243,245,243,243,243,243,245
246,115,115,115,246,240,240,240,229,207,240,240,240,240,245,116,116,116,116,245
246,115,115,115,246,240,240,240,239,238,233,240,240,240,245,116,116,116,116,245
246,115,115,115,246,240,244,205,236,234,232,205,244,240,245,116,116,116,116,245
246,115,115,115,246,240,241,240,236,234,232,240,241,240,245,116,116,116,116,245
246,115,115,115,246,240,242,240,236,234,232,240,242,240,245,240,240,240,240,245
246,240,240,240,246,240,243,240,236,234,232,240,243,240,245,240,240,240,240,245
246,240,240,240,246,240,240,205,236,234,232,205,240,240,245,240,240,240,240,245
246,240,240,240,246,240,240,240,236,234,232,240,240,240,245,240,240,240,240,245
246,115,115,115,246,240,240,240,236,234,232,240,240,240,245,240,240,240,240,245
246,115,115,115,246,240,244,240,236,234,232,240,244,240,245,240,240,240,240,245
246,115,115,115,246,240,241,205,236,234,232,205,241,240,245,240,240,240,240,245
246,115,115,115,246,240,242,240,236,234,232,240,242,240,245,240,240,240,240,245
246,115,115,115,246,240,243,240,237,235,231,240,243,240,245,240,240,240,240,245
246,115,115,115,246,240,240,240,240,240,240,240,240,240,245,240,240,240,240,245
246,115,115,115,246,240,240,240,240,13,240,240,240,240,245,240,240,240,240,245
247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247
