2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2,2,2,2,2,2,2,2,2,2,2,2,111,111,111,111,111,111,111,2
2,2,2,2,2,2,2,2,2,2,2,110,94,94,94,94,94,94,94,112
2,2,2,2,2,2,2,2,2,2,2,110,93,93,93,93,93,93,93,112
2,2,2,2,2,2,2,2,2,2,2,110,92,92,92,92,92,92,92,112
2,2,2,2,2,2,2,2,2,2,2,110,91,91,91,91,91,91,91,112
2,2,2,2,2,2,2,2,2,2,2,110,114,114,11,16,11,114,114,112
2,2,2,2,2,2,2,2,2,2,2,110,140,140,140,140,140,140,140,112
2,2,2,2,2,2,2,2,2,2,2,110,91,91,91,28,91,91,91,112
2,2,2,2,2,2,2,2,2,2,2,110,116,11,11,11,11,11,116,112
2,2,2,2,2,2,2,2,2,2,2,110,116,116,116,11,116,114,116,112
2,2,2,2,2,2,2,2,2,2,2,2,113,113,113,11,113,113,113,2
