164,162,163,162,163,163,163,163,163,163,163,163,163,163,163,163,163,160,160,163
163,163,160,163,160,160,163,160,163,164,164,164,164,160,160,163,163,164,164,163
163,163,161,160,164,164,160,164,160,164,164,164,164,164,164,160,163,164,161,163
163,163,162,164,164,164,164,164,164,164,164,164,164,164,164,161,160,164,162,163
163,163,164,164,164,164,164,164,164,164,164,164,164,164,164,164,164,164,163,163
163,163,164,164,164,164,164,164,164,164,164,164,164,163,163,163,164,164,160,163
163,160,164,164,164,164,164,163,163,163,163,163,163,163,163,163,163,163,165,163
163,161,164,164,164,164,164,163,163,163,163,163,163,160,181,160,163,163,163,163
163,162,164,164,164,164,164,163,163,163,163,163,160,189,171,182,160,163,163,163
163,163,164,164,164,164,164,163,163,163,163,163,189,184,171,183,182,163,163,163
163,160,164,164,164,164,164,163,163,163,163,163,184,184,171,183,183,163,163,163
163,164,164,164,164,164,164,163,163,163,163,163,184,175,173,172,183,163,163,163
163,164,164,164,164,164,164,163,163,163,163,163,178,176,148,174,177,163,163,163
163,164,164,164,164,164,164,163,163,163,163,163,147,147,151,147,147,163,163,163
163,164,164,164,164,164,164,163,163,163,163,163,145,145,8,145,145,163,163,163
163,164,164,164,164,164,164,163,163,163,163,163,165,165,20,165,165,163,163,163
163,164,164,164,164,164,164,163,163,163,163,163,164,164,170,164,164,163,163,163
163,161,164,164,164,164,164,163,163,163,163,160,164,164,164,164,164,160,163,163
163,162,161,161,161,161,161,163,163,163,160,164,164,164,164,164,164,164,160,163
160,163,162,162,162,162,162,163,163,160,164,164,164,164,164,164,164,164,164,160
