0,0,0,0,0,36,44,2,2,2,2,2,2,2,2,2,2,2,2,2
0,0,0,0,0,36,44,2,2,2,2,2,2,2,2,2,2,50,56,56
0,0,0,0,0,35,44,2,2,2,2,2,50,56,56,56,56,3,3,3
0,0,0,33,32,0,35,2,2,2,2,2,53,3,3,3,3,3,3,3
39,39,39,1,1,32,0,63,2,2,2,2,53,3,3,3,3,3,3,3
1,1,1,1,1,47,62,0,63,2,2,2,53,3,3,3,3,3,3,3
41,41,41,41,47,2,2,62,0,63,2,2,52,54,3,3,3,3,54,54
2,2,2,2,2,2,2,2,62,0,59,2,2,2,52,54,54,51,2,2
2,50,56,56,56,49,2,2,61,0,59,2,2,2,2,2,2,2,2,2
2,53,3,3,3,3,49,2,61,0,59,2,2,2,2,2,2,2,2,2
2,52,54,3,3,54,3,49,61,0,59,2,2,2,2,2,2,2,2,2
2,2,2,52,55,193,53,55,61,0,59,2,2,2,50,56,56,56,49,2
67,67,74,2,52,54,54,51,61,0,59,2,2,50,3,3,3,3,3,56
66,66,66,74,2,2,2,2,61,0,59,2,50,3,3,3,3,3,3,3
66,66,66,66,67,67,74,2,61,0,59,2,53,3,3,3,3,3,3,3
66,66,66,66,66,66,66,74,61,0,59,2,53,3,3,3,3,3,3,3
66,66,66,66,66,66,66,66,61,0,59,2,52,54,54,54,3,3,3,3
66,66,66,66,66,66,66,66,68,0,73,67,74,2,2,2,52,3,3,3
66,66,66,66,66,66,66,66,68,0,70,66,66,74,2,2,2,52,54,54
66,66,66,66,66,66,66,66,68,0,70,66,66,66,74,2,2,2,2,2
