0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2,2,2,2,2,2,2,2,2,2,2,2,2,110,111,111,111,111,111,112
2,2,2,2,2,2,2,2,2,2,2,2,2,110,94,94,94,94,94,112
2,2,2,2,2,2,2,2,2,2,2,2,2,110,93,93,93,93,93,112
2,2,2,2,2,2,2,2,2,2,2,2,2,110,92,126,127,132,92,112
2,2,2,2,2,2,2,2,2,2,2,2,2,110,91,129,131,133,91,112
2,2,2,2,2,2,2,2,2,2,2,2,2,110,114,128,130,134,116,112
2,2,2,2,2,2,2,2,2,2,2,2,2,110,11,12,201,11,11,112
2,2,2,2,2,2,2,2,2,2,2,2,2,110,12,12,12,12,12,112
2,2,2,2,2,2,2,2,2,2,2,2,2,110,113,11,11,113,113,112
