0,0,0,0,0,0,0,0,0,0,0,0,0,36,45,2,2,70,66,66
0,0,0,0,0,0,0,0,0,0,0,0,0,36,1,45,2,70,66,66
0,0,0,0,0,0,0,0,0,0,0,0,0,35,37,44,2,71,69,69
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,45,2,2,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,1,1,45,2,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,37,37,37,43,43
0,0,0,0,0,0,0,0,33,32,0,0,0,0,0,0,0,0,35,1
0,0,0,0,0,0,0,0,36,1,39,32,0,0,0,0,0,0,0,35
0,0,0,0,0,0,0,0,36,47,48,38,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,33,44,2,2,42,32,0,0,0,0,0,0,0
0,0,0,0,0,0,33,1,47,50,49,42,38,0,0,0,0,0,0,0
0,0,0,0,0,0,36,44,2,3,3,42,38,0,0,0,0,0,0,0
0,0,0,0,0,33,1,47,50,3,3,42,38,0,0,0,0,0,0,0
0,0,0,0,0,36,47,50,3,73,74,48,1,32,0,0,0,0,0,0
0,0,0,0,0,36,45,3,3,71,72,49,48,1,39,32,0,0,0,0
0,0,0,0,0,35,1,45,52,3,3,51,46,1,37,34,0,0,0,0
0,0,0,0,0,0,35,1,45,2,2,46,1,34,0,0,0,0,0,0
0,0,0,0,0,0,0,35,37,43,43,37,34,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,35,34,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
